steps,t,energy,integrated_work,norm_defect,work_defect
320,0.4125,0.05066065906233178,0.05066066252505823,1.9984014443252818e-15,-3.4627264458575446e-09
320,0.41875,0.0521507551970724,0.05215075885593912,2.4424906541753444e-15,-3.6588667165493582e-09
320,0.425,0.05365985859449307,0.05365986245685977,2.4424906541753444e-15,-3.8623666973047754e-09
320,0.43125,0.05518782039458542,0.05518782446792065,3.552713678800501e-15,-4.073335231613573e-09
320,0.4375,0.056734489797406515,0.05673449408928382,3.774758283725532e-15,-4.291877304940517e-09
320,0.44375,0.05829971407612226,0.05829971859421576,4.218847493575595e-15,-4.518093503491638e-09
320,0.45,0.05988333859031859,0.059883343342398684,4.884981308350689e-15,-4.75208009748096e-09
320,0.45625,0.06148520679958295,0.0614852117935119,4.440892098500626e-15,-4.993928950924875e-09
320,0.4625,0.06310516027735777,0.06310516552108472,4.6629367034256575e-15,-5.24372695265285e-09
320,0.46875,0.06474303872506598,0.06474304422662236,4.440892098500626e-15,-5.5015563771299014e-09
320,0.475,0.06639867998651161,0.06639868575400604,5.10702591327572e-15,-5.7674944264896055e-09
320,0.48125,0.06807192006255536,0.06807192610416855,5.773159728050814e-15,-6.0416131958396235e-09
320,0.4875,0.06976259312606689,0.06976259945004647,5.551115123125783e-15,-6.323979576117189e-09
320,0.49375,0.07147053153715502,0.07147053815180987,5.995204332975845e-15,-6.6146548516332615e-09
320,0.5,0.07319556585867552,0.07319557277237052,6.217248937900877e-15,-6.91369499150607e-09
320,0.50625,0.0749375248720192,0.07493753209316935,6.217248937900877e-15,-7.221150150060751e-09
320,0.5125,0.07669623559317909,0.07669624313024388,5.995204332975845e-15,-7.537064791729442e-09
320,0.51875,0.07847152328909882,0.07847153115057606,6.439293542825908e-15,-7.861477246962068e-09
320,0.525,0.08026321149430081,0.0802632196887211,5.551115123125783e-15,-8.19442029509343e-09
320,0.53125,0.08207112202779758,0.08207113056371755,5.551115123125783e-15,-8.535919970853456e-09
320,0.5375,0.0838950750102822,0.08389508389627882,5.10702591327572e-15,-8.885996619079073e-09
320,0.54375,0.08573488888160237,0.08573489812626628,4.884981308350689e-15,-9.24466390939127e-09
320,0.55,0.08759038041851466,0.08759039003044376,5.551115123125783e-15,-9.611929099873073e-09
320,0.55625,0.08946136475272012,0.08946137474051345,5.329070518200751e-15,-9.98779332850308e-09
320,0.5625,0.09134765538918219,0.09134766576143279,5.551115123125783e-15,-1.037225060007696e-08
320,0.56875,0.09324906422472319,0.09324907499001182,5.773159728050814e-15,-1.0765288632752501e-08
320,0.575,0.09516540156690255,0.09516541273379074,6.217248937900877e-15,-1.1166888191915803e-08
320,0.58125,0.09709647615317314,0.09709648773019652,5.995204332975845e-15,-1.1577023381614815e-08
320,0.5875,0.09904209517031697,0.09904210716597815,7.549516567451064e-15,-1.1995661186592343e-08
320,0.59375,0.1010020642741571,0.10100207669691923,7.993605777301127e-15,-1.2422762124542075e-08
320,0.6,0.10297618760954766,0.10297620046782695,8.215650382226158e-15,-1.2858279288541219e-08
320,0.6062500000000001,0.1049642678306372,0.10496428113279622,8.43769498715119e-15,-1.330215902706211e-08
320,0.6125,0.10696610612140682,0.10696611987574742,7.771561172376096e-15,-1.3754340597027515e-08
320,0.61875,0.1089815022164803,0.10898151643123621,8.659739592076221e-15,-1.4214755914010446e-08
320,0.625,0.11101025442220377,0.11101026910553402,8.43769498715119e-15,-1.468333024612356e-08
320,0.63125,0.11305215963799552,0.11305217479797694,8.215650382226158e-15,-1.5159981422985247e-08
320,0.6375000000000001,0.11510701337796121,0.1151070290225814,7.771561172376096e-15,-1.5644620182664326e-08
320,0.64375,0.11717460979277414,0.11717462592992428,8.215650382226158e-15,-1.6137150143924472e-08
320,0.65,0.11925474169181736,0.11925475832928539,7.993605777301127e-15,-1.663746802826882e-08
320,0.65625,0.1213472005655866,0.1213472177110497,6.8833827526759706e-15,-1.714546310482845e-08
320,0.6625,0.12345177660834926,0.1234517942693669,6.439293542825908e-15,-1.7661017634451603e-08
320,0.6687500000000001,0.12556825874105892,0.12556827692506556,6.439293542825908e-15,-1.818400663378128e-08
320,0.675,0.12769643463452057,0.12769645334881902,6.661338147750939e-15,-1.8714298444244548e-08
320,0.68125,0.12983609073280591,0.12983610998455997,6.8833827526759706e-15,-1.9251754052040937e-08
320,0.6875,0.13198701227691312,0.13198703207314072,7.327471962526033e-15,-1.9796227601620586e-08
320,0.69375,0.13414898332866942,0.13414900367623575,7.105427357601002e-15,-2.0347566326295308e-08
320,0.7000000000000001,0.1363217867948728,0.13632180770048305,7.327471962526033e-15,-2.0905610242927253e-08
320,0.70625,0.1385052044516678,0.13850522592186093,6.8833827526759706e-15,-2.147019312337406e-08
320,0.7125,0.14069901696915496,0.14069903901029626,6.8833827526759706e-15,-2.20411413009991e-08
320,0.71875,0.14290300393622565,0.1429030265545006,6.8833827526759706e-15,-2.2618274947427963e-08
320,0.725,0.14511694388562246,0.14511696708702987,5.773159728050814e-15,-2.320140740641463e-08
320,0.7312500000000001,0.14734061431921866,0.1473406381095638,5.995204332975845e-15,-2.3790345138330338e-08
320,0.7375,0.1495737917335118,0.14957381611840054,6.439293542825908e-15,-2.438488874711986e-08
320,0.74375,0.1518162516453299,0.15181627663016228,6.217248937900877e-15,-2.4984832369678855e-08
320,0.75,0.1540677686177436,0.15406779420770708,6.439293542825908e-15,-2.5589963481564837e-08
320,0.75625,0.15632811628617876,0.1563281424862425,6.8833827526759706e-15,-2.6200063729664436e-08
320,0.7625000000000001,0.15859706738472704,0.15859709419963589,7.105427357601002e-15,-2.6814908848926677e-08
320,0.76875,0.1608743937726482,0.16087442120691675,6.8833827526759706e-15,-2.743426855134068e-08
320,0.775,0.16315986646105926,0.1631598945189658,7.105427357601002e-15,-2.805790652593565e-08
320,0.78125,0.16545325563980434,0.16545328432538553,6.8833827526759706e-15,-2.868558118818143e-08
320,0.7875,0.16775433070450216,0.1677543600215473,7.327471962526033e-15,-2.931704515263256e-08
320,0.7937500000000001,0.17006286028376322,0.17006289023580903,7.327471962526033e-15,-2.995204581579536e-08
320,0.8,0.17237861226657267,0.17237864285689813,7.327471962526033e-15,-3.059032546715024e-08
320,0.80625,0.1747013538298332,0.17470138506145422,7.549516567451064e-15,-3.1231621011595934e-08
320,0.8125,0.17703085146606043,0.17703088334172523,6.8833827526759706e-15,-3.187566480211679e-08
320,0.81875,0.1793668710112276,0.17936690353341175,6.661338147750939e-15,-3.2522184140182375e-08
320,0.8250000000000001,0.1817091776727513,0.18170921084365288,7.993605777301127e-15,-3.317090158105884e-08
320,0.83125,0.18405753605761166,0.18405756987914787,7.327471962526033e-15,-3.3821536210565384e-08
320,0.8375,0.1864117102006054,0.18641174467440721,7.549516567451064e-15,-3.447380181320625e-08
320,0.84375,0.18877146359271818,0.1887714987201268,8.43769498715119e-15,-3.5127408620772016e-08
320,0.85,0.19113655920961573,0.19113659499167887,8.881784197001252e-15,-3.578206314580612e-08
320,0.8562500000000001,0.1935067595402451,0.19350679597771292,9.547918011776346e-15,-3.643746782078239e-08
320,0.8625,0.19588182661553824,0.1958818637088603,1.0436096431476471e-14,-3.70933220528169e-08
320,0.86875,0.19826152203721364,0.1982615597865356,1.0658141036401503e-14,-3.7749321946112246e-08
320,0.875,0.20064560700666775,0.20064564541182806,9.992007221626409e-15,-3.840516030195751e-08
320,0.88125,0.20303384235394906,0.20303388141447615,9.325873406851315e-15,-3.906052709057306e-08
320,0.8875000000000001,0.20542598856680885,0.2054260282819184,9.325873406851315e-15,-3.971510953437729e-08
320,0.89375,0.20782180581982065,0.20782184618841343,9.547918011776346e-15,-4.0368592774120415e-08
320,0.9,0.21022105400356245,0.2102210950242222,9.325873406851315e-15,-4.102065975786218e-08
320,0.90625,0.21262349275385406,0.21262353442484505,9.325873406851315e-15,-4.1670990991171664e-08
320,0.9125,0.2150288814810411,0.2150289238003067,9.992007221626409e-15,-4.2319265591839184e-08
320,0.9187500000000001,0.2174369793993205,0.21743702236448162,1.021405182655144e-14,-4.296516112334281e-08
320,0.925,0.21984754555609887,0.21984758916445277,1.0436096431476471e-14,-4.360835390015971e-08
320,0.93125,0.22226033886137694,0.22226038310989588,1.0436096431476471e-14,-4.424851893225501e-08
320,0.9375,0.224675118117152,0.2246751630024824,1.1546319456101628e-14,-4.488533039692655e-08
320,0.94375,0.2270916420468308,0.22709168756529322,1.1324274851176597e-14,-4.5518462415961025e-08
320,0.9500000000000001,0.229509669324648,0.22950971547223603,1.1324274851176597e-14,-4.614758802867769e-08
320,0.95625,0.23192895860507776,0.23192900537745845,1.0658141036401503e-14,-4.677238069072942e-08
320,0.9625,0.23434926855223592,0.23434931594474961,9.769962616701378e-15,-4.739251369123565e-08
320,0.96875,0.23677035786926207,0.23677040587692266,9.547918011776346e-15,-4.800766059687156e-08
320,0.975,0.23919198532767483,0.23919203394517038,1.0436096431476471e-14,-4.8617495557179424e-08
320,0.9812500000000001,0.2416139097966923,0.24161395901838653,1.0658141036401503e-14,-4.92216942205026e-08
320,0.9875,0.24403589027251232,0.24403594009244522,1.0436096431476471e-14,-4.9819932901318253e-08
320,0.99375,0.2464576859075415,0.24645773631943066,9.992007221626409e-15,-5.041188916310446e-08
320,1.0,0.24887905603956728,0.2488791070368097,9.103828801926284e-15,-5.0997242428962863e-08
320,1.00625,0.25129976022086664,0.2512998117965397,1.021405182655144e-14,-5.157567306568467e-08
320,1.0125000000000002,0.25371955824723885,0.2537196103941038,1.0436096431476471e-14,-5.2146864937263615e-08
320,1.01875,0.2561382101869624,0.2561382628974662,1.021405182655144e-14,-5.271050379507258e-08
320,1.0250000000000001,0.25855547640966325,0.2585555296759403,1.1324274851176597e-14,-5.326627705581899e-08
320,1.0312500000000002,0.2609711176150849,0.2609711714289611,1.199040866595169e-14,-5.381387618852429e-08
320,1.0375,0.26338489486176,0.2633849492147553,1.2656542480726785e-14,-5.43529953267452e-08
320,1.0437500000000002,0.26579656959556974,0.2657966244789015,1.2434497875801753e-14,-5.488333176817406e-08
320,1.05,0.26820590367818614,0.26820595908277245,1.3322676295501878e-14,-5.540458630770573e-08
320,1.0562500000000001,0.27061265941538853,0.27061271533185244,1.3100631690576847e-14,-5.591646390357141e-08
320,1.0625000000000002,0.2730165995852497,0.2730166560039227,1.354472090042691e-14,-5.6418673011204845e-08
320,1.06875,0.2754174874661795,0.27541754437710675,1.3322676295501878e-14,-5.6910927248576826e-08
320,1.0750000000000002,0.27781508686482503,0.277815144257769,1.2656542480726785e-14,-5.7392943952905284e-08
320,1.08125,0.2802091621438141,0.28020922000825943,1.2656542480726785e-14,-5.786444534638946e-08
320,1.0875000000000001,0.2825994782493379,0.2825995365744969,1.199040866595169e-14,-5.832515898029911e-08
320,1.0937500000000002,0.2849858007385672,0.28498585951338423,1.199040866595169e-14,-5.877481701332954e-08
320,1.1,0.28736789580689004,0.2873679550200481,1.1546319456101628e-14,-5.9213158043469605e-08
320,1.1062500000000002,0.2897455303149717,0.2897455899548967,1.2434497875801753e-14,-5.963992499857795e-08
320,1.1125,0.2921184718156201,0.2921185318704884,1.199040866595169e-14,-6.005486830051865e-08
320,1.1187500000000001,0.2944864885804621,0.2944865490382049,1.2434497875801753e-14,-6.045774281204785e-08
320,1.1250000000000002,0.2968493496264106,0.29684941047472163,1.2212453270876722e-14,-6.08483110564606e-08
320,1.13125,0.29920682474192783,0.29920688596826944,1.1546319456101628e-14,-6.122634160776741e-08
320,1.1375000000000002,0.3015586845130719,0.3015587461046811,1.1102230246251565e-14,-6.159160920171658e-08
320,1.14375,0.30390470034931993,0.3039047622932156,1.2434497875801753e-14,-6.194389567948377e-08
320,1.1500000000000001,0.3062446445091636,0.30624470679215493,1.2212453270876722e-14,-6.228299131993964e-08
320,1.1562500000000002,0.3085782901254743,0.3085783527341664,1.199040866595169e-14,-6.26086921196034e-08
320,1.1625,0.3109054112306227,0.31090547415142505,1.1546319456101628e-14,-6.292080234615582e-08
320,1.1687500000000002,0.3132257827813562,0.3132258460004899,1.0436096431476471e-14,-6.321913370577192e-08
320,1.175,0.31553918068342274,0.31553924418692847,9.992007221626409e-15,-6.350350573169905e-08
320,1.1812500000000001,0.31784538181593774,0.3178454455896837,9.769962616701378e-15,-6.377374595079033e-08
320,1.1875000000000002,0.32014416405548796,0.3201442280851781,1.021405182655144e-14,-6.402969016106042e-08
320,1.19375,0.3224353062999665,0.3224353705711494,1.0436096431476471e-14,-6.427118293128586e-08
320,1.2000000000000002,0.3247185884921355,0.3247186529902126,9.992007221626409e-15,-6.449807710140476e-08
320,1.2062500000000003,0.32699379164290937,0.3269938563531431,9.992007221626409e-15,-6.471023372700557e-08
320,1.2125000000000001,0.3292606978543534,0.32926076276187666,1.021405182655144e-14,-6.490752324506133e-08
320,1.2187500000000002,0.33151909034239546,0.33151915543222027,1.021405182655144e-14,-6.508982480779579e-08
320,1.225,0.33376875345924345,0.3337688187162701,1.0436096431476471e-14,-6.525702667126154e-08
320,1.2312500000000002,0.33600947271550524,0.33600953812453177,1.021405182655144e-14,-6.540902652840686e-08
320,1.2375000000000003,0.33824103480200673,0.33824110034773835,9.992007221626409e-15,-6.554573162009802e-08
320,1.2437500000000001,0.34046322761130476,0.3404632932783624,8.881784197001252e-15,-6.566705762489633e-08
320,1.2500000000000002,0.3426758402588886,0.34267590603181736,9.325873406851315e-15,-6.577292877008034e-08
320,1.25625,0.34487866310406234,0.34487872896734506,9.769962616701378e-15,-6.586328271662722e-08
320,1.2625000000000002,0.34707148777052077,0.3470715537085849,9.769962616701378e-15,-6.59380641199192e-08
320,1.2687500000000003,0.34925410716659294,0.34925417316382207,8.659739592076221e-15,-6.59972291261468e-08
320,1.2750000000000001,0.35142631550517045,0.3514263815459105,9.769962616701378e-15,-6.604074004323834e-08
320,1.2812500000000002,0.35358790832329384,0.353587974391868,1.021405182655144e-14,-6.606857416713297e-08
320,1.2875,0.35573868250142465,0.3557387485821403,9.992007221626409e-15,-6.608071562164142e-08
320,1.2937500000000002,0.3578784362823708,0.3578785023595309,9.547918011776346e-15,-6.60771600768939e-08
320,1.3000000000000003,0.3600069692898834,0.36000703534779477,1.0436096431476471e-14,-6.605791136315986e-08
320,1.3062500000000001,0.36212408254690703,0.36212414856989256,1.0658141036401503e-14,-6.602298552316199e-08
320,1.3125000000000002,0.3642295784934946,0.36422964446590345,1.0658141036401503e-14,-6.597240886918598e-08
320,1.31875,0.36632326100437684,0.3663233269105945,1.0436096431476471e-14,-6.590621765001359e-08
320,1.3250000000000002,0.368404935406186,0.3684050012306445,9.769962616701378e-15,-6.582445849501184e-08
320,1.3312500000000003,0.37047440849433466,0.3704744742215204,9.769962616701378e-15,-6.57271857495978e-08
320,1.3375000000000001,0.3725314885495372,0.37253155416400485,9.992007221626409e-15,-6.561446763697631e-08
320,1.3437500000000002,0.3745759853539925,0.37457605084037365,1.0880185641326534e-14,-6.548638115111416e-08
320,1.35,0.3766077102072085,0.37660777555022135,9.992007221626409e-15,-6.53430128338961e-08
320,1.3562500000000002,0.3786264759414733,0.3786265411259347,1.0658141036401503e-14,-6.518446138414902e-08
320,1.3625000000000003,0.38063209693697886,0.38063216194781246,1.199040866595169e-14,-6.501083360532789e-08
320,1.3687500000000001,0.3826243891365832,0.3826244539588312,1.3322676295501878e-14,-6.482224801374059e-08
320,1.3750000000000002,0.3846031700602216,0.3846032346790567,1.2878587085651816e-14,-6.461883511610367e-08
320,1.38125,0.3865682588189701,0.38656832321970047,1.354472090042691e-14,-6.440073035962612e-08
320,1.3875000000000002,0.38851947612873744,0.38851954029682134,1.3766765505351941e-14,-6.416808390197204e-08
320,1.3937500000000003,0.39045664432361815,0.39045670824467243,1.3766765505351941e-14,-6.392105428298933e-08
320,1.4000000000000001,0.39237958736888506,0.3923796510286935,1.3988810110276972e-14,-6.365980842470975e-08
320,1.4062500000000002,0.3942881308736232,0.39428819425814915,1.4432899320127035e-14,-6.338452596121869e-08
320,1.4125,0.3961821021030196,0.3961821651984137,1.4432899320127035e-14,-6.309539413162923e-08
320,1.4187500000000002,0.39806132999029137,0.39806139278290364,1.3988810110276972e-14,-6.279261227648547e-08
320,1.4250000000000003,0.39992564514827433,0.3999257076246582,1.4210854715202004e-14,-6.247638384415666e-08
320,1.4312500000000001,0.4017748798806423,0.4017749420275696,1.532107773982716e-14,-6.214692727102289e-08
320,1.4375000000000002,0.4036088681927947,0.4036089299972646,1.554312234475219e-14,-6.180446993075961e-08
320,1.44375,0.4054274458023928,0.4054275072516383,1.554312234475219e-14,-6.144924546980235e-08
320,1.4500000000000002,0.40723045014954334,0.4072305112310422,1.5987211554602254e-14,-6.10814988588615e-08
320,1.4562500000000003,0.4090177204066453,0.40901778110812864,1.687538997430238e-14,-6.070148333980896e-08
320,1.4625000000000001,0.41078909748789194,0.41078915779735325,1.6653345369377348e-14,-6.030946131385662e-08
320,1.4687500000000002,0.4125444240584346,0.4125444839641381,1.6431300764452317e-14,-5.990570350888902e-08
320,1.475,0.41428354454320926,0.4142836040336977,1.6209256159527285e-14,-5.9490488424351895e-08
320,1.4812500000000002,0.416006305135427,0.41600636419953024,1.6653345369377348e-14,-5.9064103219430564e-08
320,1.4875000000000003,0.41771255380473393,0.41771261243157765,1.687538997430238e-14,-5.8626843713049936e-08
320,1.4937500000000001,0.4194021403050421,0.41940219848405624,1.6653345369377348e-14,-5.817901416182991e-08
320,1.5000000000000002,0.42107491618203646,0.42107497390296184,1.5987211554602254e-14,-5.772092537270623e-08
320,1.50625,0.4227307347803568,0.42273079203325226,1.5765166949677223e-14,-5.725289548008661e-08
320,1.5125000000000002,0.4243694512504583,0.42436950802571083,1.532107773982716e-14,-5.677525255487481e-08
320,1.5187500000000003,0.4259909225551659,0.4259909788434939,1.5765166949677223e-14,-5.6288327998643695e-08
320,1.5250000000000001,0.4275950074759024,0.42759506326836677,1.554312234475219e-14,-5.5792464370707506e-08
320,1.5312500000000002,0.4291815666186233,0.4291816219066311,1.4876988529977098e-14,-5.5288007838605324e-08
320,1.5375,0.43075046241943804,0.43075051719474855,1.532107773982716e-14,-5.477531050956941e-08
320,1.5437500000000002,0.4323015591499303,0.4323016134046639,1.5765166949677223e-14,-5.425473359466082e-08
320,1.5500000000000003,0.43383472292218866,0.43383477664883263,1.5765166949677223e-14,-5.372664396707805e-08
320,1.5562500000000001,0.4353498216935437,0.435349874884957,1.532107773982716e-14,-5.3191413329489734e-08
320,1.5625000000000002,0.4368467252710158,0.43684677792043497,1.3988810110276972e-14,-5.264941915772425e-08
320,1.56875,0.4383253053154832,0.4383253574165268,1.3100631690576847e-14,-5.210104359054668e-08
320,1.5750000000000002,0.43978543534557085,0.4397854868922442,1.4210854715202004e-14,-5.1546673374147645e-08
320,1.5812500000000003,0.44122699074126287,0.4412270417279665,1.354472090042691e-14,-5.098670363690161e-08
320,1.5875000000000001,0.44264984874725777,0.44264989916878894,1.2656542480726785e-14,-5.0421531172517575e-08
320,1.5937500000000002,0.4440538884760542,0.44405393832760837,1.354472090042691e-14,-4.9851554162483325e-08
320,1.6,0.4454389909107691,0.4454390401879513,1.3766765505351941e-14,-4.927718216807264e-08
320,1.6062500000000002,0.44680503890772694,0.44680508760654947,1.4654943925052066e-14,-4.869882253011326e-08
320,1.6125000000000003,0.44815191719877806,0.44815196531566887,1.3988810110276972e-14,-4.81168908050833e-08
320,1.6187500000000001,0.44947951239339495,0.4494795599251966,1.3322676295501878e-14,-4.753180166128246e-08
320,1.6250000000000002,0.4507877129805194,0.4507877599244923,1.2434497875801753e-14,-4.694397293114605e-08
320,1.63125,0.45207640933018184,0.4520764556840091,1.199040866595169e-14,-4.635382727657955e-08
320,1.6375000000000002,0.4533454936949016,0.45334553945668965,1.2212453270876722e-14,-4.576178802562225e-08
320,1.6437500000000003,0.45459486021086226,0.45459490537914343,1.2434497875801753e-14,-4.51682811708487e-08
320,1.6500000000000001,0.45582440489887593,0.4558244494726111,1.1546319456101628e-14,-4.45737351473241e-08
320,1.6562500000000002,0.457034025665143,0.45703406964372123,1.2212453270876722e-14,-4.39785782235802e-08
320,1.6625,0.45822362230180436,0.45822366568504636,1.199040866595169e-14,-4.338324199881782e-08
320,1.6687500000000002,0.459393096487307,0.4593931392754632,1.2656542480726785e-14,-4.27881562403698e-08
320,1.6750000000000003,0.46054235178657016,0.460542393980324,1.3100631690576847e-14,-4.2193753824193436e-08
320,1.6812500000000001,0.46167129365097714,0.46167133525144455,1.3100631690576847e-14,-4.1600467404201424e-08
320,1.6875000000000002,0.46277982941818707,0.46277987042691543,1.3100631690576847e-14,-4.1008728357549984e-08
320,1.69375,0.4638678683117741,0.46386790873074213,1.3766765505351941e-14,-4.041896800588418e-08
320,1.7000000000000002,0.4649353214407026,0.46493536127232055,1.3766765505351941e-14,-3.983161794840484e-08
320,1.7062500000000003,0.46598210179864535,0.465982141045754,1.3988810110276972e-14,-3.924710861857861e-08
320,1.7125000000000001,0.4670081242631488,0.46700816292901787,1.4654943925052066e-14,-3.866586906209335e-08
320,1.7187500000000002,0.46801330559465215,0.4680133436829784,1.532107773982716e-14,-3.808832627072434e-08
320,1.725,0.46899756443536517,0.4689976019502714,1.532107773982716e-14,-3.751490623704612e-08
320,1.7312500000000002,0.4699608213080149,0.4699608582540472,1.509903313490213e-14,-3.6946032289097985e-08
320,1.7375000000000003,0.47090299861446366,0.47090303499658887,1.532107773982716e-14,-3.638212520140627e-08
320,1.7437500000000001,0.4718240206342049,0.4718240564578084,1.4210854715202004e-14,-3.58236034725401e-08
320,1.7500000000000002,0.47272381352274656,0.4727238487936285,1.4432899320127035e-14,-3.527088193733263e-08
320,1.75625,0.47360230530988306,0.47360234003425544,1.509903313490213e-14,-3.47243723775037e-08
320,1.7625000000000002,0.4744594258978661,0.474459460082349,1.6653345369377348e-14,-3.418448291103715e-08
320,1.7687500000000003,0.4752951070594772,0.47529514071109635,1.6209256159527285e-14,-3.3651619157915036e-08
320,1.7750000000000001,0.47610928243601536,0.4761093155621949,1.709743457922741e-14,-3.312617952166974e-08
320,1.7812500000000002,0.4769018875351901,0.47690192014375127,1.6653345369377348e-14,-3.2608561184588325e-08
320,1.7875,0.4776728597289478,0.47767289182810163,1.687538997430238e-14,-3.209915383495243e-08
320,1.7937500000000002,0.4784221382512163,0.47842216984955954,1.7985612998927536e-14,-3.159834321975197e-08
320,1.8000000000000003,0.4791496641955867,0.4791496953020973,1.84297022087776e-14,-3.110651058957359e-08
320,1.8062500000000001,0.4798553805129358,0.4798554111369665,1.84297022087776e-14,-3.0624030700199256e-08
320,1.8125000000000002,0.4805392320089924,0.4805392621602641,1.84297022087776e-14,-3.015127170158394e-08
320,1.81875,0.481201165341852,0.4812011950304484,1.9095836023552692e-14,-2.968859641461208e-08
320,1.8250000000000002,0.4818411290194505,0.48184115825581203,1.9317880628477724e-14,-2.9236361553941492e-08
320,1.8312500000000003,0.482459073397001,0.4824591021919168,2.020605904817785e-14,-2.8794915785113062e-08
320,1.8375000000000001,0.4830549506743924,0.48305497903899575,1.9761969838327786e-14,-2.8364603332775573e-08
320,1.8437500000000002,0.4836287148935695,0.48362874283932816,1.9984014443252818e-14,-2.7945758651615193e-08
320,1.85,0.484180321935882,0.4841803494745925,1.9539925233402755e-14,-2.7538710478669515e-08
320,1.8562500000000002,0.48470972951942465,0.48470975666320254,2.020605904817785e-14,-2.7143777892035814e-08
320,1.8625000000000003,0.4852168971963579,0.4852169239576321,2.020605904817785e-14,-2.676127419665164e-08
320,1.8687500000000001,0.4857017863502287,0.48570181274173296,2.020605904817785e-14,-2.6391504259759557e-08
320,1.8750000000000002,0.48616436019328746,0.48616438622805075,2.020605904817785e-14,-2.603476328966181e-08
320,1.88125,0.4866045837638054,0.4866046094551443,2.042810365310288e-14,-2.569133888963293e-08
320,1.8875000000000002,0.487022423923402,0.487022449284912,2.020605904817785e-14,-2.5361510003207854e-08
320,1.8937500000000003,0.4874178493543854,0.48741787439993095,2.0650148258027912e-14,-2.5045545526403146e-08
320,1.9000000000000001,0.4877908305571059,0.4877908553008119,2.1094237467877974e-14,-2.4743705973051533e-08
320,1.9062500000000002,0.48814133984733243,0.4881413643035757,2.020605904817785e-14,-2.4456243252757304e-08
320,1.9125,0.48846935135365593,0.48846937553705416,1.9095836023552692e-14,-2.418339822840565e-08
320,1.9187500000000002,0.4887748410149178,0.4887748649403203,1.7763568394002505e-14,-2.392540249251951e-08
320,1.9250000000000003,0.48905778657767396,0.48905781026015094,1.709743457922741e-14,-2.3682476979480782e-08
320,1.9312500000000001,0.48931816759369307,0.4893181910485264,1.687538997430238e-14,-2.3454833353309112e-08
320,1.9375000000000002,0.4895559654174959,0.48955598866016986,1.5987211554602254e-14,-2.324267395215074e-08
320,1.94375,0.4897711632039423,0.48977118625013044,1.6209256159527285e-14,-2.304618812454251e-08
320,1.9500000000000002,0.48996374590585556,0.4899637687714134,1.554312234475219e-14,-2.2865557836038164e-08
320,1.9562500000000003,0.49013370027170855,0.49013372297265984,1.554312234475219e-14,-2.270095128542593e-08
320,1.9625000000000001,0.490281014843352,0.49028103739587986,1.709743457922741e-14,-2.2552527845220993e-08
320,1.9687500000000002,0.49040567995380513,0.4904057023742412,1.6431300764452317e-14,-2.242043606326405e-08
320,1.975,0.4905076877251045,0.49050771002991633,1.6431300764452317e-14,-2.230481183085331e-08
320,1.9812500000000002,0.49058703206621057,0.4905870542719909,1.709743457922741e-14,-2.2205780325634805e-08
320,1.9875000000000003,0.4906437086709779,0.49064373079443485,1.6653345369377348e-14,-2.2123456955291942e-08
320,1.9937500000000001,0.49067771501619606,0.4906777370741396,1.687538997430238e-14,-2.205794352727608e-08
320,2.0,0.4906890503596901,0.4906890723690222,1.687538997430238e-14,-2.200933207907596e-08
