kind,M,duration,residual_budget,other
gaussian,35/1664,4.60377358490566,0.35079350702935524,0.30594812060684495
gaussian,35/1664,4.650943396226415,0.34854320212875906,0.30415263706956025
gaussian,35/1664,4.69811320754717,0.3463380840735563,0.30239320741856635
gaussian,35/1664,4.745283018867925,0.34417680534350675,0.3006687564882682
gaussian,35/1664,4.7924528301886795,0.34205807147034795,0.2989782514424247
gaussian,35/1664,4.839622641509434,0.33998063845241644,0.29732069971131503
gaussian,35/1664,4.886792452830189,0.33794331031900093,0.29569514704837346
gaussian,35/1664,4.933962264150944,0.3359449368344079,0.29410067569829884
gaussian,35/1664,4.981132075471699,0.3339844113324776,0.2925364026692484
gaussian,35/1664,5.028301886792454,0.332060668672985,0.29100147810228144
gaussian,35/1664,5.0754716981132075,0.3301726833119961,0.28949508373172655
gaussian,35/1664,5.122641509433962,0.3283194674788338,0.28801643143061095
gaussian,35/1664,5.169811320754717,0.326500069452846,0.28656476183572005
gaussian,35/1664,5.216981132075472,0.32471357193365724,0.2851393430472467
gaussian,35/1664,5.264150943396227,0.32295909049904176,0.28373946939835176
gaussian,35/1664,5.311320754716982,0.32123577214497007,0.2823644602902898
gaussian,35/1664,5.358490566037736,0.3195427939027659,0.28101365908905984
gaussian,35/1664,5.405660377358491,0.317879361528663,0.27968643207982347
gaussian,35/1664,5.452830188679246,0.3162447082613784,0.2783821674755912
gaussian,35/1664,5.5,0.3146380936436185,0.27710027447692037
gaussian,35/1664,5.547169811320755,0.31305880240371164,0.27584018237958746
gaussian,35/1664,5.59433962264151,0.31150614339382005,0.27460133972740347
gaussian,35/1664,5.6415094339622645,0.3099794485814183,0.2733832135075303
gaussian,35/1664,5.688679245283019,0.30847807209094696,0.27218528838583084
gaussian,35/1664,5.735849056603774,0.30700138929275306,0.2710070659799487
gaussian,35/1664,5.783018867924529,0.30554879593661777,0.2698480641679636
gaussian,35/1664,5.830188679245284,0.30411970732734556,0.26870781643060604
gaussian,35/1664,5.8773584905660385,0.302713557540052,0.2675858712251483
gaussian,35/1664,5.9245283018867925,0.30132979867293835,0.26648179138920425
gaussian,35/1664,5.971698113207547,0.2999679001354789,0.2653951535727853
gaussian,35/1664,6.018867924528302,0.2986273479700799,0.2643255476970626
gaussian,35/1664,6.066037735849057,0.29730764420538697,0.26327257643838076
gaussian,35/1664,6.113207547169812,0.29600830623953195,0.26223585473615996
gaussian,35/1664,6.160377358490567,0.29472886625171446,0.26121500932340663
gaussian,35/1664,6.207547169811321,0.29346887064061156,0.26020967827862823
gaussian,35/1664,6.254716981132076,0.29222787948819795,0.2592195105980245
gaussian,35/1664,6.301886792452831,0.2910054660476469,0.25824416578689086
gaussian,35/1664,6.349056603773585,0.2898012162540579,0.25728331346923616
gaussian,35/1664,6.39622641509434,0.28861472825683454,0.25633663301467374
gaussian,35/1664,6.443396226415095,0.28744561197260127,0.2554038131817008
gaussian,35/1664,6.490566037735849,0.2862934886576156,0.25448455177653273
gaussian,35/1664,6.537735849056604,0.2851579904986903,0.25357855532670615
gaussian,35/1664,6.584905660377359,0.28403876022169805,0.2526855387687109
gaussian,35/1664,6.632075471698114,0.2829354507167825,0.2518052251489517
gaussian,35/1664,6.679245283018869,0.28184772467945046,0.2509373453373812
gaussian,35/1664,6.7264150943396235,0.2807752542667655,0.25008163775318204
gaussian,35/1664,6.773584905660377,0.27971772076790624,0.24923784810191038
gaussian,35/1664,6.820754716981132,0.2786748142883949,0.24840572912354703
gaussian,35/1664,6.867924528301887,0.2776462334473384,0.24758504035093043
gaussian,35/1664,6.915094339622642,0.2766316850870603,0.24677554787807668
