z,single_deficit,sum_real_deficit,sum_imaginary
1.4375e-07,0.000000000000000002928580286281179132604273802722772276180444017526130222770592473310218,0.000000000000000005857160572562358265208547605445544552360888035052260445541184946620436,0.000000001711309523809523802841533076937785706073889184536674992468066373409304
1.5e-07,0.000000000000000003188775510204081625874201721504928509218470508083838834286087063320187,0.000000000000000006377551020408163251748403443009857018436941016167677668572174126640374,0.000000001785714285714285706693391642371234220074008101782987237083627244654431
1.5624999999999999e-07,0.000000000000000003460042871315192292897420359696863083606434389993618964423348009525135,0.000000000000000006920085742630384585794840719393726167212868779987237928846696019050269,0.000000001860119047619047491418544465984146643229184753436500649333046247140813
1.6249999999999998e-07,0.000000000000000003742382369614511541116564205628063947430007929469628729619019714481069,0.000000000000000007484764739229023082233128411256127894860015858939257459238039428962137,0.000000001934523809523809276061315316470507127569715769017922767942559830214481
1.6875e-07,0.000000000000000004035794005102040805468108444499850337389625790611636845816794797415381,0.000000000000000008071588010204081610936216888999700674779251581223273691633589594830763,0.00000000200892857142857141776126605776239069236773039347469935540976797544722
1.75e-07,0.000000000000000004340277777777777765219103652263374503766085894037684788373679916417238,0.000000000000000008680555555555555530438207304526749007532171788075369576747359832834476,0.000000002083333333333333321277006172839506199003410600994513001267771795259551
1.8124999999999999e-07,0.000000000000000004655833687641722827810713210585093684289930392130356484227790311211878,0.000000000000000009311667375283445655621426421170187368579860784260712968455580622423755,0.000000002157738095238095105652859430395837831155960156023920256241493530719336
1.875e-07,0.000000000000000004982461734693877534470458204806157184226744578962944941005784327638632,0.000000000000000009964923469387755068940916409612314368453489157925889882011568655277264,0.000000002232142857142857128028387694363459706523971147556713051609140734448421
1.9375e-07,0.000000000000000005320161918934240343942376154101248864753927280849785489523191292200128,0.00000000000000001064032383786848068788475230820249772950785456169957097904638258440026,0.000000002306547619047619031257438542960173530907576507657868603571034417963496
2e-07,0.000000000000000005668934240362811769958676340276599468363763615031886754974756676722977,0.00000000000000001133786848072562353991735268055319893672752723006377350994951335344595,0.000000002380952380952380934384335744879962618048215098826726620715927985636499
2.0624999999999998e-07,0.000000000000000006028778698979590643286225068541114571322653410318583372601091253571085,0.00000000000000001205755739795918128657245013708222914264530682063716674520218250714217,0.000000002455357142857142599310545925959675383307783746611909248257311947333878
2.1249999999999998e-07,0.000000000000000006399695294784579266913620497438066540000680450567520936822704085973055,0.00000000000000001279939058956915853382724099487613308000136090113504187364540817194611,0.000000002529761904761904502223249997750429084511634969238896415253739015890201
2.1875e-07,0.000000000000000006781684027777777747116952276033629184537014309779624804256814816918446,0.00000000000000001356336805555555549423390455206725836907402861955924960851362963383689,0.000000002604166666666666643119152681327160573673060237952547491490959556957743
2.25e-07,0.000000000000000007174744897959183639151411521241149603107144587827191358568291100649643,0.00000000000000001434948979591836727830282304248229920621428917565438271713658220129929,0.000000002678571428571428545804482507288629829532480072477241449639804109561713
2.3124999999999998e-07,0.000000000000000007578877905328796836707073130746048941115408664697703272800157858730948,0.0000000000000000151577558106575936734141462614920978822308173293954065456003157174619,0.000000002752976190476190210275944196709775886908533499399456958482927771594041
2.375e-07,0.00000000000000000799408304988662127258916789184927887768927369862673898706049443752276,0.00000000000000001598816609977324254517833578369855775537854739725347797412098887504552,0.000000002827380952380952350815956756379800717944211242327218692890308994070394
