time,coupling,energy,integrated_work,work_defect,norm,last_character_probability
1.3800000000000001,7.8104168892606545,5.141064810000474,5.1410648100004765,-2.6645352591003757e-15,1.0000000000000004,9.069690183706327e-24
1.385,7.84280925367132,5.150476348295695,5.150476348295623,7.194245199571014e-14,1.0000000000000064,9.18993783876798e-25
1.3900000000000001,7.875026260216393,5.159923298263751,5.159923298263801,-5.062616992290714e-14,0.9999999999999969,3.13406990672037e-23
1.395,7.907065921599152,5.169408739950653,5.169408739950592,6.128431095930864e-14,1.0000000000000056,7.58882129174475e-25
1.4000000000000001,7.938926261462365,5.178935550592223,5.178935550592129,9.414691248821327e-14,1.000000000000008,6.312511690164475e-23
1.405,7.970605314510193,5.188506399477686,5.188506399477623,6.306066779870889e-14,1.0000000000000058,2.4530233930671584e-24
1.41,8.00210112662942,5.198123743159437,5.198123743159385,5.1514348342607263e-14,1.0000000000000049,4.316246120180301e-24
1.415,8.033411755009999,5.207789821024198,5.207789821024135,6.306066779870889e-14,1.0000000000000056,2.0866976277030894e-24
1.42,8.06453526826488,5.217506651238741,5.217506651238706,3.552713678800501e-14,1.0000000000000036,1.3736027631367156e-23
1.425,8.09546974654917,5.227276027082651,5.22727602708256,9.059419880941277e-14,1.0000000000000078,2.037151763430283e-23
1.43,8.126213281678524,5.237099513678791,5.2370995136787535,3.730349362740526e-14,1.0000000000000036,1.0879871612826824e-23
1.435,8.156763977246888,5.246978445134303,5.246978445134201,1.021405182655144e-13,1.0000000000000087,1.5069128923492843e-23
1.44,8.18711994874345,5.256913922099309,5.256913922099247,6.217248937900877e-14,1.0000000000000056,2.4650714710372416e-25
1.445,8.217279323668894,5.266906809755797,5.266906809755635,1.6253665080512292e-13,1.000000000000013,1.239589242172196e-22
1.45,8.247240241650918,5.276957736241092,5.276957736241095,-2.6645352591003757e-15,1.0000000000000007,3.0337653676053275e-23
1.455,8.277000854558969,5.287067091517863,5.287067091517724,1.3944401189291966e-13,1.0000000000000115,1.8647560944988506e-22
1.46,8.30655932661826,5.297235026690364,5.29723502669045,-8.615330671091215e-14,0.9999999999999944,4.637006247365167e-22
1.465,8.335913834522998,5.307461453780761,5.307461453780674,8.704148513061227e-14,1.0000000000000075,2.4935536984395885e-23
1.47,8.365062567548865,5.317746045959393,5.317746045959364,2.930988785010413e-14,1.0000000000000027,2.1528895163744072e-23
1.475,8.39400372766471,5.328088238242578,5.328088238242478,9.947598300641403e-14,1.0000000000000082,2.065194795341294e-23
1.48,8.422735529643443,5.338487228650887,5.338487228650827,6.039613253960852e-14,1.000000000000005,4.0331539241060724e-25
1.485,8.451256201172185,5.348941979835207,5.34894197983504,1.6697754290362354e-13,1.0000000000000133,1.9782545482425123e-22
1.49,8.47956398296157,5.359451221165424,5.3594512211654335,-9.769962616701378e-15,1.0,4.7707036127781783e-23
1.495,8.507657128854278,5.37001345128528,5.370013451285137,1.4299672557172016e-13,1.0000000000000115,2.957329431152773e-22
1.5,8.535533905932738,5.3806269411239285,5.380626941124025,-9.681144774731365e-14,0.9999999999999934,7.11878820779483e-22
1.5050000000000001,8.563192594626027,5.391289737369425,5.391289737369336,8.881784197001252e-14,1.0000000000000075,4.515853040900933e-23
1.51,8.590631488815943,5.4019996663883525,5.401999666388332,2.042810365310288e-14,1.000000000000002,4.750061545833622e-23
1.5150000000000001,8.617848895942247,5.412754338596532,5.4127543385964305,1.0125233984581428e-13,1.0000000000000084,3.625157181153493e-23
1.52,8.644843137107056,5.423551153263851,5.423551153263795,5.595524044110789e-14,1.000000000000005,7.8447531107877355e-25
1.5250000000000001,8.671612547178428,5.434387303751822,5.434387303751643,1.794120407794253e-13,1.0000000000000142,3.6257778649684845e-22
1.53,8.69815547489305,5.4452597831687175,5.445259783168783,-6.572520305780927e-14,0.9999999999999959,2.5986607581323694e-22
1.5350000000000001,8.72447028295811,5.456165390437562,5.456165390437426,1.3589129821411916e-13,1.000000000000011,5.3332608819208985e-22
1.54,8.750555348152298,5.467100736756505,5.467100736756663,-1.580957587066223e-13,0.9999999999999889,2.7671095478461288e-21
1.545,8.776409061425918,5.478062252450312,5.478062252450234,7.815970093361102e-14,1.0000000000000064,5.677565898492241e-23
1.55,8.802029828000155,5.489046194185096,5.489046194185083,1.2434497875801753e-14,1.0000000000000018,1.571945130143807e-22
1.555,8.82741606746544,5.500048652545222,5.500048652545126,9.592326932761353e-14,1.0000000000000078,6.577941146138693e-23
1.56,8.852566213878944,5.511065559944719,5.511065559944664,5.5067062021407764e-14,1.0000000000000047,2.341899035542882e-24
1.565,8.877478715861171,5.52209269886433,5.522092698864157,1.723066134218243e-13,1.0000000000000138,7.503505324371312e-22
1.57,8.902152036691648,5.533125710390704,5.5331257103907205,-1.687538997430238e-14,0.9999999999999998,1.917939836437834e-22
1.575,8.926584654403724,5.544160103044531,5.544160103044382,1.4921397450962104e-13,1.000000000000012,9.79803293399227e-22
1.58,8.950775061878453,5.5551912618707915,5.555191261870891,-9.947598300641403e-14,0.9999999999999933,1.944900413724772e-21
1.585,8.97472176693755,5.566214457780481,5.566214457780378,1.0302869668521453e-13,1.0000000000000084,2.7087258553713823e-22
1.59,8.998423292435454,5.577224857111361,5.577224857111377,-1.5987211554602254e-14,0.9999999999999994,5.009678588322129e-22
1.595,9.021878176350421,5.588217531398174,5.588217531398061,1.127986593019159e-13,1.000000000000009,1.8914567309655352e-22
1.6,9.045084971874736,5.599187467318981,5.599187467318975,6.217248937900877e-15,1.0000000000000013,1.180228371783227e-22
1.605,9.068042247503934,5.6101295768043,5.610129576804126,1.7408297026122455e-13,1.000000000000014,1.1503412015705332e-21
1.61,9.090748587125118,5.621038707277377,5.621038707277605,-2.282618538629322e-13,0.9999999999999833,4.73925643095414e-21
1.615,9.113202590104299,5.631909652011862,5.6319096520117675,9.414691248821327e-14,1.0000000000000078,8.735985859161201e-22
1.62,9.13540287137281,5.642737160569427,5.64273716056962,-1.9273471707492718e-13,0.9999999999999861,1.8584942890837095e-20
1.625,9.157348061512726,5.65351594931059,5.6535159493105285,6.128431095930864e-14,1.0000000000000053,1.1667858382524385e-22
1.6300000000000001,9.179036806841353,5.664240711935713,5.664240711935715,-1.7763568394002505e-15,1.0000000000000002,1.6954041634927008e-21
1.635,9.20046776949471,5.674906130048404,5.674906130048323,8.08242361927114e-14,1.0000000000000069,2.820727617163693e-22
1.6400000000000001,9.221639627510076,5.685506883704166,5.685506883704122,4.440892098500626e-14,1.000000000000004,1.1060826308371441e-22
1.645,9.242551074907517,5.696037661928136,5.696037661927978,1.580957587066223e-13,1.0000000000000129,4.5806988235125064e-21
1.6500000000000001,9.263200821770461,5.706493173171914,5.706493173171916,-1.7763568394002505e-15,1.0000000000000004,1.043316605194894e-21
