beta,j,n,multiplicity_full,multiplicity_class,ratio,dimensionless_energy,log10_beta
2.818382931264455,0.5,2,4,1,0.5472748998025683,0.6028040437466081,0.4500000000000002
2.818382931264455,1.0,3,9,1,0.22327815183434166,1.4993369671336267,0.4500000000000002
2.818382931264455,1.5,4,16,1,0.07194243303765849,2.6318890209132095,0.4500000000000002
2.818382931264455,2.0,5,25,1,0.019069043867932532,3.959688998648129,0.4500000000000002
3.2235420019524628,0.5,2,4,1,0.5913283181478521,0.5253838859646259,0.5083333333333333
3.2235420019524628,1.0,3,9,1,0.26623779955131177,1.3233653862898789,0.5083333333333333
3.2235420019524628,1.5,4,16,1,0.09577814497178441,2.345720751849878,0.5083333333333333
3.2235420019524628,2.0,5,25,1,0.028541141865393336,3.5564086584348016,0.5083333333333333
3.6869450645195774,0.5,2,4,1,0.6335959147572745,0.4563438861711503,0.5666666666666669
3.6869450645195774,1.0,3,9,1,0.3126060696108209,1.1628114446419258,0.5666666666666669
3.6869450645195774,1.5,4,16,1,0.12487219231436171,2.080464526235263,0.5666666666666669
3.6869450645195774,2.0,5,25,1,0.041656131102565816,3.1783067158592115,0.5666666666666669
4.216965034285822,0.5,2,4,1,0.6733362718322182,0.3955104131572642,0.625
4.216965034285822,1.0,3,9,1,0.36130722796353154,1.0180266355940193,0.625
4.216965034285822,1.5,4,16,1,0.15925959579728585,1.8372197301612967,0.625
4.216965034285822,2.0,5,25,1,0.059176013685141686,2.8272389934349085,0.625
4.823178482239309,0.5,2,4,1,0.7100504594582582,0.342419241812586,0.6833333333333336
4.823178482239309,1.0,3,9,1,0.41113482565663206,0.8888340753200548,0.6833333333333336
4.823178482239309,1.5,4,16,1,0.19860163727108904,1.6164542833411546,0.6833333333333336
4.823178482239309,2.0,5,25,1,0.08172277838960727,2.5044225107167923,0.6833333333333336
5.51653866759558,0.5,2,4,1,0.74349304638872,0.29639586566269005,0.7416666666666667
5.51653866759558,1.0,3,9,1,0.4608988779460318,0.7745766137432727,0.7416666666666667
