scenario,t,a,x,F,phi,y,f,f_phi,S,C,D,Z,Wtilde,Wpump,Wdefect,energy_mismatch,defect_residual,max_r2_error
correct,3.0500000000000003,-0.15706603808673283,0.1449934351614129,0.021326019970199145,-0.40941708956802914,0.022134844136119863,1.0016762235323036,-0.008188341791360585,0.008424254685925529,0.09247421960556099,-8.556302910652007e-05,0.9990049076991686,0.11566522917333703,0.010665229173337353,0.0,-1.0373646386341306e-15,-1.0373646386341306e-15,1.7763568394002505e-15
correct,3.1,-0.16433976692049398,0.14592262001108236,0.017238799402019528,-0.40767148399322756,0.047671188393568806,1.0016619603886123,-0.008153429679864552,0.007446948613017952,0.09247543472136298,-8.137091462415147e-05,0.9989905331278554,0.11580524415744518,0.01080524415744544,0.0,-9.749145934989656e-16,-9.749145934989656e-16,1.7763568394002505e-15
correct,3.1500000000000004,-0.17165515334557133,0.14666308295061936,0.013547554141411566,-0.40465245361719826,0.07305857483070538,1.0016374360821843,-0.008093049072343967,0.006413241033325521,0.09247659001433835,-7.643938224631547e-05,0.9989659028796325,0.11591758328175197,0.010917583281751965,0.0,-7.095019016745141e-16,-7.095019016745141e-16,1.7763568394002505e-15
correct,3.2,-0.17900328222585524,0.14723603030266494,0.010297793486206514,-0.4003694310418689,0.0982177131032564,1.001602956813128,-0.008007388620837379,0.005332918497968938,0.09247767280549017,-7.080731447406493e-05,0.9989313243172883,0.1160049029203873,0.011004902920387324,0.0,-7.407269242420966e-16,-7.407269242420966e-16,1.7763568394002505e-15
correct,3.25,-0.18637634877601436,0.14766456058808075,0.007521962566825259,-0.39483579661574697,0.1230700247574193,1.0015589530628919,-0.00789671593231494,0.004216791095115712,0.09247867135146488,-6.452308692255626e-05,0.9988872289991513,0.11607029297455357,0.011070292974553518,0.0,-6.678685382510707e-16,-6.678685382510707e-16,1.9984014443252818e-15
correct,3.3000000000000003,-0.19376773528035227,0.1479729187416181,0.005235816079260926,-0.38806883669924114,0.14753788841876286,1.001505974220171,-0.007761376733984824,0.0030765578376063373,0.09247957500873893,-5.764329435726638e-05,0.9988341672899407,0.1161171361370822,0.011117136137082156,0.0,-6.713379852030243e-16,-6.713379852030243e-16,1.7763568394002505e-15
correct,3.35,-0.20117204609252304,0.14818557587901632,0.0034351261265135177,-0.38008968973939355,0.17154488210173527,1.0014446817224618,-0.007601793794787873,0.0019246010564159459,0.09248037434859674,-5.023140522901661e-05,0.9987728014917778,0.11614894175551221,0.011148941755512473,0.0,-9.766493169749424e-16,-9.766493169749424e-16,1.7763568394002505e-15
correct,3.4000000000000004,-0.2085850928681879,0.14832616727556627,0.002093405975211578,-0.3709232803167525,0.19501602188964315,1.0013758407988094,-0.007418465606335051,0.0007737169717740569,0.09248106122507761,-4.235643592514856e-05,0.9987038975807024,0.11616916174227876,0.01116916174227905,0.0,-1.007874339542525e-15,-1.007874339542525e-15,1.7763568394002505e-15
correct,3.45,-0.2160038245752415,0.1484163616967974,0.001161581089277276,-0.3605982413645812,0.21787799623667445,1.0013003109167522,-0.007211964827291625,-0.0003631994929307415,0.09248162880245525,-3.4091724241085374e-05,0.9986283156510977,0.11618100126214627,0.01118100126214708,0.0,-1.528291382335567e-15,-1.528291382335567e-15,1.7763568394002505e-15
correct,3.5,-0.2234262017268699,0.1484747861758787,0.0005706795157921796,-0.3491468247979643,0.24005939514583877,1.001219035052665,-0.006982936495959287,-0.0014734877348420332,0.09248207155241941,-2.5513858852665762e-05,0.9985469991862912,0.11618724344317373,0.011187243443173844,0.0,-8.326672684688674e-16,-8.326672684688674e-16,1.7763568394002505e-15
correct,3.5500000000000003,-0.23085102179813854,0.14851618120255428,0.0002384203934098179,-0.3366048008275964,0.2614909334804745,1.001133027919402,-0.00673209601655193,-0.002545036854037037,0.09248238523324072,-1.670178918358208e-05,0.9984609632881088,0.11619011377342767,0.0111901137734276,0.0,-6.505213034913027e-16,-6.505213034913027e-16,1.7763568394002505e-15
correct,3.6,-0.23827771236524323,0.14855098740946657,7.972425079747743e-05,-0.3230113462699937,0.28210566767427336,1.0010433632981914,-0.006460226925399876,-0.0035665443746845014,0.09248256686310646,-7.736102116916406e-06,0.9983712820112149,0.11619121282352451,0.011191212823524588,0.0,-7.91033905045424e-16,-7.91033905045424e-16,1.7763568394002505e-15
correct,3.6500000000000004,-0.2457061179506443,0.14858552562809957,1.9399030432183674e-05,-0.30840892220229865,0.3018392051190264,1.0009511606329398,-0.006168178444045974,-0.004527682643923658,0.09248261469708716,1.3015836086847145e-06,0.9982790749595281,0.1161915397358428,0.011191539735842783,0.0,-7.008282842946301e-16,-7.008282842946301e-16,1.7763568394002505e-15
correct,3.7,-0.2531363115009423,0.14862278652703145,2.930785606613107e-06,-0.2928431413453109,0.32062990553498355,1.00085757105433,-0.00585686282690622,-0.005419151667644136,0.09248252821213145,1.0329176234909345e-05,0.9981854933116957,0.11619160751469652,0.011191607514697008,0.0,-1.2021633688519273e-15,-1.2021633688519273e-15,1.7763568394002505e-15
correct,3.75,-0.2605684564122682,0.14866360345937998,2.065977237470714e-07,-0.27636262559217634,0.338419073669072,1.000763763008242,-0.0055272525118435275,-0.006232625749704382,0.09248230809856674,1.9264690477486707e-05,0.9980917054502939,0.11619161571711548,0.01119161571711579,0.0,-1.0321604682062002e-15,-1.0321604682062002e-15,1.9984014443252818e-15
correct,3.8000000000000003,-0.26800272793279495,0.1487077764815986,3.837452084313367e-09,-0.25901885413163817,0.3551511427184092,1.0006709076679567,-0.005180377082632764,-0.006960639699933967,0.09248195625233163,2.8026884154585624e-05,0.9979988823747435,0.11619161614246402,0.011191616142464337,0.0,-1.0304257447302234e-15,-1.0304257447302234e-15,1.9984014443252818e-15
correct,3.85,-0.27543928117795424,0.14875477487191657,4.950892082176863e-12,-0.24086600264354466,0.3707738479284235,1.000580164312295,-0.004817320052870894,-0.007596489633956598,0.09248147576163251,3.653594651809476e-05,0.9979081830806732,0.11619161614768049,0.011191616147680552,0.0,-7.788908407135864e-16,-7.788908407135864e-16,1.7763568394002505e-15
correct,3.9000000000000004,-0.2828782424685468,0.1488039954916604,8.125969278496578e-18,-0.22196077407084275,0.38523838985162384,1.0004926658522613,-0.004439215481416856,-0.008134217865477177,0.09248087088427451,4.4714208469603334e-05,0.9978207400886414,0.11619161614768388,0.011191616147684429,0.0,-1.2698175844150228e-15,-1.2698175844150228e-15,1.9984014443252818e-15
correct,3.95,-0.2903197073414934,0.14885481251637955,3.4973110283589743e-35,-0.20236222149741942,0.39849958677448716,1.0004095046868937,-0.00404724442994839,-0.008568709172692894,0.09248014701457363,5.2486848611409915e-05,0.9977376453030208,0.11619161614768429,0.011191616147684429,0.0,-8.534839501805891e-16,-8.534839501805891e-16,1.7763568394002505e-15
correct,4.0,-0.29776373967273995,0.14890658647762448,0.0,-0.18213156368525835,0.4105160158417187,1.0003317190649044,-0.003642631273705168,-0.008895878677684304,0.09247931063982504,5.978258193098311e-05,0.9976599363776304,0.11619161614768364,0.011191616147684429,0.0,-1.5057399771478686e-15,-1.5057399771478686e-15,1.7763568394002505e-15
correct,4.05,-0.3052103711730396,0.1489586715228799,0.0,-0.16133199384719046,0.42125014243789266,1.000260280122387,-0.00322663987694381,-0.009112904634588189,0.0924783692864945,6.653432367716718e-05,0.9975885837583778,0.1161916161476838,0.011191616147684429,0.0,-1.3530843112619095e-15,-1.3530843112619095e-15,1.7763568394002505e-15
correct,4.1000000000000005,-0.3126596012696871,0.14901042360507222,0.0,-0.14002848225261996,0.4306684374225599,1.0001960797584197,-0.0028005696450523997,-0.009218451270011837,0.09247733145639064,7.267982181232995e-05,0.9975244785647147,0.11619161614768417,0.011191616147684429,0.0,-9.783840404509192e-16,-9.783840404509192e-16,1.7763568394002505e-15
correct,4.15,-0.32011139741835387,0.14906120944676104,0.0,-0.11828757328286488,0.4387414818528649,1.0001399194999314,-0.002365751465657298,-0.009212831398268236,0.09247620655318443,7.816225143742177e-05,0.9974684214612418,0.11619161614768413,0.011191616147684429,0.0,-1.0200174038743626e-15,-1.0200174038743626e-15,1.7763568394002505e-15
